,sepal_len,sepal_wid,petal_len,petal_wid,class
69,-0.29484181807955234,-1.281972426831575,0.08037019497147688,-0.12971999708578205,1
134,0.31099753413870407,-1.0505694616995218,1.0470871627887663,0.2646989129723388,0
114,-0.05250607719224957,-0.587763531435416,0.7627586428425047,1.5794286131660755,0
145,1.0380047568006125,-0.12495760117130933,0.8196243468317573,1.4479556431467018,0
121,-0.29484181807955234,-0.587763531435416,0.6490272348640005,1.053536733088581,0
117,2.2496834612371255,1.7262661198851155,1.6726099066705424,1.3164826731273285,0
100,0.5533332750260068,0.5692512942248498,1.274549978745776,1.7109015831854495,0
138,0.18982966369505322,-0.12495760117130933,0.5921615308747479,0.7905907930498337,0
127,0.31099753413870407,-0.12495760117130933,0.6490272348640005,0.7905907930498337,0
131,2.4920192021244283,1.7262661198851155,1.5020127947027855,1.053536733088581,0
126,0.432165404582356,-0.587763531435416,0.5921615308747479,0.7905907930498337,0
110,0.7956690159133096,0.3378483290927974,0.7627586428425047,1.053536733088581,0
112,1.1591726272442633,-0.12495760117130933,0.9902214587995143,1.1850097031079547,0
106,-1.1430169111851105,-1.281972426831575,0.4215644189069909,0.6591178230304598,0
137,0.6745011454696588,0.10644536396074403,0.9902214587995143,0.7905907930498337,0
101,-0.05250607719224957,-0.8191664965674684,0.7627586428425047,0.9220637630692072,0
141,1.2803404976879151,0.10644536396074403,0.7627586428425047,1.4479556431467018,0
118,2.2496834612371255,-1.0505694616995218,1.7863413146490472,1.4479556431467018,0
115,0.6745011454696588,0.3378483290927974,0.8764900508210095,1.4479556431467018,0
148,0.432165404582356,0.8006542593569032,0.9333557548102621,1.4479556431467018,0
142,-0.05250607719224957,-0.8191664965674684,0.7627586428425047,0.9220637630692072,0
108,1.0380047568006125,-1.281972426831575,1.1608185707672711,0.7905907930498337,0
128,0.6745011454696588,-0.587763531435416,1.0470871627887663,1.1850097031079547,0
133,0.5533332750260068,-0.587763531435416,0.7627586428425047,0.3961718829917126,0
147,0.7956690159133096,-0.12495760117130933,0.8196243468317573,1.053536733088581,0
123,0.5533332750260068,-0.8191664965674684,0.6490272348640005,0.7905907930498337,0
102,1.522676238575217,-0.12495760117130933,1.2176842747565237,1.1850097031079547,0
116,0.7956690159133096,-0.12495760117130933,0.9902214587995143,0.7905907930498337,0
103,0.5533332750260068,-0.3563605663033627,1.0470871627887663,0.7905907930498337,0
109,1.643844109018869,1.2634601896210098,1.331415682735028,1.7109015831854495,0
105,2.1285155907934734,-0.12495760117130933,1.6157442026812898,1.1850097031079547,0
